px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.84903	-13.046	-2.472	0.662241	-1.04743	8.73518	-13.0163	8.75	-13	-1.9959	-0.997948	5.95561
8.72808	-13.1087	-2.47451	0.594379	-1.0613	8.6395	-13.0341	8.65	-13.05	-1.9959	-0.997948	6.90261e-310
8.56281	-13.1611	-2.50253	0.469387	-1.15315	8.48414	-13.0416	8.5	-13.1	-2.73149	-0.910502	4.6872
8.42008	-13.2095	-2.50886	0.392752	-1.16482	8.34268	-13.1451	8.35	-13.15	-2.73146	-0.910485	6.90261e-310
8.2819	-13.253	-2.51614	0.318006	-1.17833	8.19497	-13.1991	8.2	-13.2	-2.72385	-0.907955	0.185484
8.13218	-13.2849	-2.52809	0.242245	-1.18721	8.06107	-13.2364	8.05	-13.25	-2.72383	-0.907947	6.90261e-310
7.96701	-13.2941	-2.56766	0.136675	-1.24246	7.88931	-13.1791	7.9	-13.25	-2.72673	0	2.02299
7.81395	-13.2989	-2.57586	0.0586192	-1.25057	7.75593	-13.2425	7.75	-13.25	-2.72673	0	6.90261e-310
7.65577	-13.2876	-2.60278	-0.0318603	-1.27889	7.52542	-13.1457	7.6	-13.25	-2.72991	0	0.87491
7.50169	-13.2719	-2.61491	-0.108619	-1.28367	7.44992	-13.2329	7.45	-13.25	-2.72991	0	6.90261e-310
7.3102	-13.2122	-2.7422	-0.242961	-1.37528	7.19347	-13.1392	7.25	-13.2	-3.63887	0.909723	7.86463
7.14315	-13.1726	-2.77569	-0.31945	-1.37287	7.05468	-13.1604	7.05	-13.15	-3.63887	0.909723	6.90261e-310
7.03819	-13.1533	-2.63748	-0.346548	-1.29833	6.90569	-13.1515	6.9	-13.15	-2.72312	0	7.37444
6.86643	-13.1134	-2.69416	-0.407543	-1.2831	6.73255	-13.1364	6.75	-13.15	-2.72312	0	6.90261e-310
6.77143	-13.098	-2.58348	-0.428067	-1.22064	6.69426	-13.3705	6.6	-13.15	-3.00475	0	5.60522
6.60343	-13.0707	-2.65849	-0.462424	-1.18908	6.42749	-13.1436	6.45	-13.15	-3.00472	0	6.90261e-310
6.49745	-13.0338	-2.59772	-0.497167	-1.15376	6.4246	-13.2048	6.35	-13.1	-1.9976	0.998786	1.93825
6.35211	-12.9915	-2.64023	-0.533062	-1.12994	6.2503	-13.0552	6.25	-13.05	-1.99758	0.998786	6.90261e-310
6.23572	-12.9377	-2.5936	-0.575065	-1.10285	6.162	-13.1569	6.1	-13	-2.72732	0.909111	1.38129
6.07671	-12.8813	-2.64236	-0.60833	-1.07381	5.95166	-12.9396	5.95	-12.95	-2.72732	0.909111	6.90261e-310
5.96202	-12.8129	-2.5984	-0.650949	-1.05008	5.78184	-12.8825	5.8	-12.9	-2.72895	0.909657	1.15485
5.79685	-12.7573	-2.65301	-0.669502	-1.01012	5.64785	-12.8416	5.65	-12.85	-2.72896	0.909648	6.90261e-310
5.67685	-12.6654	-2.67415	-0.722875	-1.01022	5.54035	-12.7925	5.55	-12.75	-1.81808	1.81809	0.323494
5.53234	-12.5901	-2.70552	-0.749617	-0.981556	5.43842	-12.6552	5.45	-12.65	-1.81809	1.81809	6.90261e-310
5.41749	-12.483	-2.73915	-0.804501	-0.986124	5.33087	-12.5965	5.3	-12.55	-2.7236	1.81575	0.46947
5.26198	-12.3989	-2.78315	-0.820656	-0.947988	5.12059	-12.4527	5.15	-12.45	-2.72358	1.81572	6.90261e-310
5.16448	-12.3116	-2.72621	-0.856372	-0.927632	5.13793	-12.5907	5.05	-12.35	-1.81967	1.81966	1.62079
5.03724	-12.2093	-2.75094	-0.885597	-0.90584	4.95241	-12.2277	4.95	-12.25	-1.81967	1.81967	6.90261e-310
4.92853	-12.0732	-2.8318	-0.940624	-0.917219	4.81467	-12.1072	4.85	-12.1	-1.81844	2.72766	1.79213
4.81599	-11.9529	-2.84964	-0.975419	-0.901425	4.75144	-11.9561	4.75	-11.95	-1.81844	2.72767	6.90261e-310
4.74735	-11.8448	-2.73562	-1.01769	-0.886581	4.6829	-11.7433	4.7	-11.85	-0.909557	1.8191	4.07068
4.67078	-11.7215	-2.73072	-1.06328	-0.883802	4.67603	-11.7496	4.65	-11.75	-0.909553	1.81911	6.90261e-310
4.60133	-11.5915	-2.72776	-1.11095	-0.88296	4.61619	-11.6508	4.6	-11.6	-0.907782	2.72335	0.0427094
4.54019	-11.4531	-2.72869	-1.16184	-0.885108	4.5432	-11.4431	4.55	-11.45	-0.907778	2.72334	6.90261e-310
4.44796	-11.2739	-2.91737	-1.20356	-0.880024	4.48104	-11.1618	4.5	-11.25	-0.910253	3.64099	9.08875
4.41082	-11.111	-2.91964	-1.26645	-0.894251	4.44374	-11.0696	4.45	-11.05	-0.910253	3.64099	6.90261e-310
4.42872	-10.9955	-2.68935	-1.34933	-0.932248	4.46178	-10.9843	4.45	-10.95	0	1.81804	14.26
4.41193	-10.8511	-2.68265	-1.40805	-0.939992	4.4464	-10.8663	4.45	-10.85	0	1.81805	6.90261e-310
4.44523	-10.7436	-2.51872	-1.49457	-0.983954	4.60972	-11.1274	4.45	-10.75	0	1.81614	8.15965
4.43711	-10.6105	-2.51297	-1.54653	-0.982043	4.43858	-10.6346	4.45	-10.65	0	1.81614	6.90261e-310
4.37961	-10.4467	-2.66941	-1.5472	-0.913859	4.43099	-10.4242	4.45	-10.45	0	3.6396	8.84511
4.39967	-10.288	-2.68176	-1.61347	-0.929249	4.44616	-10.2449	4.45	-10.25	0	3.6396	6.90261e-310
4.42678	-10.1436	-2.66033	-1.67994	-0.947576	4.52156	-10.1192	4.5	-10.1	0.910021	2.73005	0.339397
4.47609	-9.98528	-2.67816	-1.75456	-0.96922	4.55225	-9.94382	4.55	-9.95	0.910013	2.73003	6.90261e-310
4.48721	-9.84151	-2.72427	-1.78264	-0.94045	4.5897	-9.73456	4.6	-9.8	0.999085	2.99725	1.20431
4.55228	-9.69516	-2.74846	-1.85389	-0.963288	4.64586	-9.65356	4.65	-9.65	0.99908	2.99724	6.90261e-310
4.64197	-9.55612	-2.70964	-1.95675	-1.02844	4.61159	-9.38621	4.7	-9.55	0.910095	1.82021	3.19904
4.71079	-9.4249	-2.70631	-2.01941	-1.03464	4.7442	-9.45683	4.75	-9.45	0.910091	1.82018	6.90261e-310
4.75503	-9.2965	-2.7251	-2.04852	-1.00337	4.80746	-9.23434	4.85	-9.3	1.99828	2.99743	0.685059
4.84867	-9.1706	-2.74862	-2.11651	-1.01934	4.94202	-9.15915	4.95	-9.15	1.99826	2.99739	6.90261e-310
4.88363	-9.02815	-2.77177	-2.11133	-0.934229	5.03379	-9.03255	5	-9	0.908384	2.72514	4.53624
4.988	-8.88738	-2.80342	-2.17478	-0.94408	5.06039	-8.84271	5.05	-8.85	0.908384	2.72514	6.90261e-310
5.10357	-8.77148	-2.80212	-2.25332	-0.978659	5.21058	-8.83852	5.15	-8.75	1.81679	1.8168	0.724337
5.21731	-8.65318	-2.81504	-2.31452	-0.984902	5.26598	-8.6555	5.25	-8.65	1.81679	1.8168	6.90261e-310
5.2823	-8.52608	-2.8067	-2.31548	-0.909701	5.33786	-8.49992	5.35	-8.5	1.82017	2.73024	3.07521
5.40043	-8.40517	-2.82982	-2.36821	-0.911021	5.43516	-8.36367	5.45	-8.35	1.82015	2.73022	6.90261e-310
5.5004	-8.29122	-2.82775	-2.39779	-0.880251	5.58025	-8.28767	5.55	-8.25	1.81852	1.81852	0.646997
5.62491	-8.18428	-2.84117	-2.44828	-0.881447	5.65225	-8.1686	5.65	-8.15	1.8185	1.8185	6.90261e-310
5.73271	-8.08151	-2.83037	-2.47588	-0.848751	5.83663	-8.14888	5.75	-8.05	1.81752	1.81753	0.886269
5.84923	-7.9827	-2.8278	-2.51703	-0.843881	5.81186	-7.95139	5.85	-7.95	1.81752	1.81752	6.90261e-310
5.94689	-7.88158	-2.79875	-2.52555	-0.786124	5.99151	-7.92468	5.95	-7.85	1.8194	1.8194	2.17922
6.07005	-7.78744	-2.80242	-2.56384	-0.781502	6.04627	-7.74932	6.05	-7.75	1.81941	1.8194	6.90261e-310
6.12472	-7.65768	-2.72985	-2.50979	-0.635799	6.05883	-7.47931	6.15	-7.6	1.81742	2.72613	13.4816
6.25417	-7.54431	-2.76482	-2.53526	-0.625468	6.26179	-7.43797	6.25	-7.45	1.8174	2.72611	6.90261e-310
6.38291	-7.4528	-2.77573	-2.56921	-0.626975	6.3458	-7.29797	6.4	-7.35	2.7248	1.81653	0.317714
6.52431	-7.34512	-2.81594	-2.59493	-0.617231	6.55234	-7.24441	6.55	-7.25	2.72477	1.81651	6.90261e-310
6.64881	-7.25718	-2.8091	-2.61568	-0.598115	6.61964	-7.17343	6.65	-7.2	1.81957	0.909789	0.286555
6.77714	-7.1772	-2.80552	-2.64445	-0.594579	6.74556	-7.15305	6.75	-7.15	1.81957	0.909785	6.90261e-310
6.90194	-7.09483	-2.79048	-2.65915	-0.566847	6.91901	-7.04822	6.9	-7.05	2.72946	1.81964	0.528014
7.04722	-7.00668	-2.8176	-2.68301	-0.55902	7.06886	-6.94012	7.05	-6.95	2.72946	1.81964	6.90261e-310
7.13415	-6.90146	-2.73353	-2.64299	-0.448654	7.12574	-6.81829	7.15	-6.85	1.81554	1.81554	8.70969
7.26753	-6.81162	-2.75001	-2.65776	-0.438891	7.25262	-6.73852	7.25	-6.75	1.81554	1.81554	6.90261e-310
7.3578	-6.70735	-2.68251	-2.62087	-0.344629	7.30586	-6.61905	7.35	-6.65	1.82007	1.82007	6.49137
7.48422	-6.61498	-2.69628	-2.6287	-0.333962	7.45762	-6.53827	7.45	-6.55	1.82005	1.82005	6.90261e-310
7.63237	-6.55463	-2.72965	-2.67287	-0.376081	7.59546	-6.48319	7.6	-6.5	2.72628	0.908764	1.55511
7.76382	-6.48034	-2.73195	-2.68869	-0.371541	7.74315	-6.44913	7.75	-6.45	2.72628	0.908764	6.90261e-310
7.87666	-6.40209	-2.6899	-2.68098	-0.327371	7.8486	-6.40709	7.85	-6.4	1.81656	0.908285	1.58956
8.00016	-6.34018	-2.67567	-2.69844	-0.327355	7.9584	-6.34152	7.95	-6.35	1.81656	0.908281	6.90261e-310
8.11658	-6.26731	-2.64626	-2.69667	-0.297462	8.05398	-6.23227	8.1	-6.25	2.73006	1.82003	0.769679
8.25001	-6.19271	-2.65846	-2.70609	-0.290667	8.24773	-6.1485	8.25	-6.15	2.73005	1.82003	6.90261e-310
8.37927	-6.12202	-2.65869	-2.71408	-0.281329	8.32369	-5.98136	8.4	-6.05	2.72692	1.81795	0.284763
8.52384	-6.03265	-2.69473	-2.71481	-0.26647	8.55156	-5.93992	8.55	-5.95	2.7269	1.81794	6.90261e-310
8.6234	-5.94013	-2.62429	-2.67705	-0.187033	8.63806	-5.84559	8.65	-5.85	1.81844	1.81844	5.19728
8.75709	-5.84697	-2.65121	-2.67132	-0.171342	8.7543	-5.75242	8.75	-5.75	1.81843	1.81843	6.90261e-310
8.89318	-5.77652	-2.66224	-2.67895	-0.169215	9.00947	-5.71389	8.9	-5.65	2.72464	1.81643	0.186175
9.03667	-5.66982	-2.7083	-2.66625	-0.147525	9.06113	-5.54128	9.05	-5.55	2.72465	1.81643	6.90261e-310
9.14033	-5.57107	-2.65619	-2.628	-0.0791551	9.13937	-5.44533	9.15	-5.45	1.81916	1.81918	3.60754
9.26882	-5.46062	-2.68702	-2.60985	-0.0575892	9.24452	-5.3352	9.25	-5.35	1.81916	1.81916	6.90261e-310
9.38247	-5.37155	-2.6703	-2.59495	-0.0332254	9.26221	-5.25032	9.35	-5.3	1.81895	0.909466	0.663935
9.49646	-5.28851	-2.66174	-2.59036	-0.0274746	9.43645	-5.25801	9.45	-5.25	1.81894	0.90947	6.90261e-310
9.58182	-5.17677	-2.5852	-2.52807	0.0704994	9.71784	-5.19928	9.55	-5.1	1.81986	2.72981	8.25176
9.69348	-5.06144	-2.60732	-2.50409	0.0893402	9.64908	-4.9531	9.65	-4.95	1.81987	2.72981	6.90261e-310
9.78814	-4.95453	-2.58355	-2.46937	0.130934	9.67182	-4.82288	9.75	-4.85	1.81736	1.81735	1.40341
9.89668	-4.83741	-2.60541	-2.44571	0.146218	9.86682	-4.74721	9.85	-4.75	1.81736	1.81735	6.90261e-310
9.99071	-4.7284	-2.58848	-2.41285	0.181501	9.94653	-4.64316	9.95	-4.65	1.81806	1.81805	0.875219
10.0942	-4.61164	-2.60594	-2.39052	0.192859	10.0706	-4.54316	10.05	-4.55	1.81805	1.81805	6.90261e-310
10.2441	-4.5433	-2.66514	-2.44145	0.101825	10.4074	-4.52899	10.2	-4.45	2.72609	1.8174	6.02671
10.356	-4.42477	-2.68829	-2.42325	0.113347	10.3431	-4.35107	10.35	-4.35	2.72606	1.81737	6.90261e-310
10.3938	-4.27515	-2.58639	-2.31302	0.267437	10.3837	-4.17982	10.4	-4.2	0.908945	2.72688	17.0137
10.4859	-4.14573	-2.60731	-2.28487	0.279727	10.4578	-4.07071	10.45	-4.05	0.908953	2.72687	6.90261e-310
10.5949	-4.04504	-2.62905	-2.29364	0.241732	10.5531	-3.94939	10.55	-3.95	1.81903	1.81904	1.23751
10.6835	-3.91351	-2.64686	-2.26698	0.253833	10.6424	-3.84126	10.65	-3.85	1.81902	1.81903	6.90261e-310
10.7695	-3.79261	-2.65027	-2.24672	0.259206	10.6157	-3.63689	10.75	-3.7	1.81931	2.72896	0.535241
10.8618	-3.64386	-2.69087	-2.21688	0.273214	10.8572	-3.53957	10.85	-3.55	1.81931	2.72896	6.90261e-310
10.9092	-3.50955	-2.6707	-2.15657	0.339695	10.8149	-3.35552	10.9	-3.4	0.999745	2.99928	2.92304
10.977	-3.36201	-2.7077	-2.12156	0.35575	10.9372	-3.24816	10.95	-3.25	0.999754	2.99928	6.90261e-310
11.0845	-3.25147	-2.73372	-2.15209	0.276668	10.9078	-3.10703	11.05	-3.15	1.81764	1.81765	5.12379
11.1618	-3.10898	-2.7498	-2.12828	0.284291	11.135	-3.05697	11.15	-3.05	1.81763	1.81764	6.90261e-310
11.2089	-2.96147	-2.73011	-2.07082	0.345372	11.1507	-2.87978	11.2	-2.9	0.909657	2.72896	2.39075
11.2768	-2.8083	-2.75417	-2.04239	0.35374	11.2571	-2.74346	11.25	-2.75	0.909648	2.72893	6.90261e-310
11.2187	-2.62161	-2.69151	-1.85986	0.60272	11.2614	-2.58697	11.2	-2.6	-0.998725	2.99617	40.4364
11.2369	-2.48373	-2.68902	-1.81831	0.61289	11.1393	-2.45312	11.15	-2.45	-0.998725	2.99616	6.90261e-310
11.2911	-2.35257	-2.68398	-1.81674	0.562949	11.2346	-2.28949	11.2	-2.3	0.908813	2.72643	1.7364
11.3112	-2.1992	-2.68878	-1.77609	0.571505	11.239	-2.16508	11.25	-2.15	0.908805	2.7264	6.90261e-310
11.3565	-2.06304	-2.68515	-1.77535	0.521586	11.1623	-1.9797	11.3	-2	0.909855	2.72956	2.35337
11.3779	-1.90265	-2.70397	-1.73947	0.527533	11.3424	-1.85113	11.35	-1.85	0.909847	2.72953	6.90261e-310
