px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
19.0788	3.7174	2.74223	0.413251	0.19453	19.363	3.87122	18.923	3.74161	2.61382	0.95648	1.3796
21.323	4.73165	2.8918	0.446758	0.0904553	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891	6.93295e-310
21.3814	4.74158	2.99741	0.429106	0.0708073	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	0.790217
24.0615	5.56842	3.28527	0.191452	-0.125994	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	6.93295e-310
24.1623	5.5989	3.2849	0.171485	-0.142113	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	3.00395
26.6095	6.95222	3.20608	0.61364	0.229632	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	6.93295e-310
26.5964	6.94566	3.28473	0.593682	0.199715	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	0.0744767
29.564	8.08463	3.55986	0.250838	-0.153528	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	6.93295e-310
29.5425	8.07504	3.2794	0.237892	-0.169147	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	0.34968
31.9456	9.86852	3.25054	0.813844	0.308719	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	6.93295e-310
31.9014	9.84549	3.2851	0.787561	0.273238	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	0.68081
34.6123	10.7189	2.60103	0.213274	-0.275413	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	6.93295e-310
34.7174	10.7716	3.00308	0.218797	-0.244016	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	2.77263
37.1391	12.077	3.04479	0.597073	0.155213	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209	6.93295e-310
37.2175	12.1009	3.24582	0.580201	0.12182	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209	1.54406
40.2986	13.4574	3.80735	0.266316	-0.162547	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459	6.93295e-310
40.2245	13.4272	3.29336	0.237066	-0.207897	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	1.64998
42.7679	14.8204	3.27765	0.582985	0.148278	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	6.93295e-310
42.7439	14.8135	3.32951	0.569952	0.130349	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	0.19238
45.3433	16.5464	3.63577	0.576583	0.0490686	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701	6.93295e-310
45.384	16.5609	3.43712	0.599982	0.111356	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	0.906726
48.1528	17.2927	3.20399	0.153294	-0.244664	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	6.93295e-310
48.126	17.2815	3.0144	0.132647	-0.280547	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	0.260564
50.6179	19.0535	2.99159	0.868153	0.375204	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	6.93295e-310
50.6012	19.0331	3.21058	0.773952	0.237868	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	0.387477
53.7054	19.9065	3.03263	0.0516894	-0.393258	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	6.93295e-310
53.6722	19.8944	2.98547	0.057461	-0.391465	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	0.298889
56.0412	21.0746	2.62144	0.511066	0.154552	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	6.93295e-310
56.0149	21.0569	2.76179	0.466671	0.10581	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.446426
58.6461	21.7835	3.04077	0.130197	-0.180922	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	6.93295e-310
58.6469	21.7851	3.03876	0.130235	-0.181382	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.012742
60.8801	22.7796	2.78508	0.461022	0.145389	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	6.93295e-310
60.8537	22.7679	2.80554	0.448768	0.133978	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.229742
63.3716	23.4107	2.94434	0.148566	-0.144384	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	6.93295e-310
63.4537	23.4373	2.78384	0.103381	-0.201017	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	2.10045
66.3138	23.9864	3.32306	0.27611	0.0405126	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	6.93295e-310
66.2128	23.9563	2.60551	0.268291	0.00362372	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	2.77772
68.264	24.3604	2.55685	0.195524	-0.0447825	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	6.93295e-310
68.3507	24.3919	2.65864	0.205257	-0.0361969	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	1.98419
70.815	24.88	2.94246	0.230814	0.00338199	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	6.93295e-310
70.7774	24.8648	2.49497	0.208974	-0.0393971	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.651774
72.8923	24.7202	2.49994	-0.159197	-0.245649	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	6.93295e-310
72.9414	24.737	2.52108	-0.15827	-0.25212	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.677104
75.0028	25.2439	2.17135	0.312049	0.197393	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	6.93295e-310
74.9907	25.2401	2.1438	0.308821	0.1953	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.0354643
77.1127	24.9471	2.2484	-0.361923	-0.346978	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	6.93295e-310
77.1364	24.953	2.22513	-0.382804	-0.377196	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.182697
79.0979	25.0146	1.87996	0.0751128	0.15376	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	6.93295e-310
79.1089	25.0176	1.89625	0.0807638	0.158481	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.0298801
80.8031	24.8747	2.01725	-0.0370612	-0.0132973	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	6.93295e-310
80.8481	24.8807	1.81982	-0.0910598	-0.106117	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.24696
82.6028	24.6367	2.20202	-0.10238	-0.0450375	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	6.93295e-310
82.5681	24.6223	1.92087	-0.197443	-0.208015	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.546787
84.1658	24.5417	1.93605	-0.0100115	0.0319763	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	6.93295e-310
84.1593	24.5442	1.79052	-0.0358769	-0.0252112	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.213643
85.6393	23.8199	1.85675	-0.540973	-0.316002	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	6.93295e-310
85.6967	23.8369	1.94205	-0.509949	-0.285692	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.843715
86.9533	23.5056	1.2951	-0.312424	-0.00245929	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	6.93295e-310
87.0688	23.54	1.39784	-0.2521	0.0292239	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	3.71884
88.78	22.7943	2.37474	-0.409635	-0.0816663	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	6.93295e-310
88.6983	22.7562	2.15306	-0.630051	-0.367001	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	1.32757
89.5363	22.2705	0.783717	-0.704354	-0.224224	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	6.93295e-310
89.6251	22.2723	1.03998	-0.563586	-0.000507729	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	1.55664
90.4979	21.6678	1.32561	-0.48047	0.0534784	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	6.93295e-310
90.5742	21.6863	1.40347	-0.410553	0.0888395	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.72728
91.7096	21.1157	1.57383	-0.309034	0.0980912	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	6.93295e-310
91.7438	21.124	1.42922	-0.422073	-0.114076	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	2.42961
92.8525	20.9403	1.34722	-0.0807443	0.156166	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	6.93295e-310
92.9032	20.9683	1.17639	-0.0604624	0.106483	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.7346
93.4979	20.2482	0.681169	-0.793354	-0.388233	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	6.93295e-310
93.5816	20.2923	1.02929	-0.560709	-0.103542	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	1.77202
95.2429	19.6519	2.42702	0.0885104	0.352355	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	6.93295e-310
95.0171	19.6566	1.49371	-0.0924511	0.147672	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	9.29688
95.5356	19.6989	0.795672	0.123011	0.185717	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	6.93295e-310
95.5466	19.7005	0.837003	0.12645	0.188818	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.0267934
96.2607	19.2097	0.786195	-0.768522	-0.435491	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	6.93295e-310
96.3129	19.2426	1.00692	-0.586878	-0.248824	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.790173
97.478	18.7198	1.76835	-0.191725	0.124153	97.5286	18.727	97.45	18.506	0.868716	-0.503009	6.93295e-310
97.4056	18.7179	1.44967	-0.363982	-0.120334	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	1.33092
98.2216	18.3675	1.14533	-0.340175	-0.0434318	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	6.93295e-310
98.2328	18.3727	1.06533	-0.372621	-0.109862	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.351089
99.033	17.3803	1.44035	-1.09577	-0.461059	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	6.93295e-310
99.0474	17.4202	1.43817	-0.750187	-0.0395187	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	0.860551
99.9863	16.9623	1.06254	-0.408177	0.183814	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	6.93295e-310
100.06	16.978	1.07422	-0.363023	0.190473	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.83837
101.18	16.5377	1.55795	-0.170827	0.190235	101.204	16.5368	101.065	16.497	0.991362	-0.513687	6.93295e-310
101.139	16.5281	1.29256	-0.292191	0.0376027	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.591265
102.365	16.3912	1.62904	0.0974495	0.23864	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	6.93295e-310
102.267	16.3843	1.22622	0.068899	0.207552	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.80212
103.022	15.4014	0.815722	-1.1112	-0.594345	103.003	15.353	103.119	15.4967	1.11708	-0.508169	6.93295e-310
102.982	15.4673	1.13554	-0.604304	0.0198899	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	3.50336
104.083	15.2454	1.31895	0.0774439	0.411872	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	6.93295e-310
104.038	15.2379	1.27759	0.0359509	0.38698	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.565382
105.521	14.475	1.71419	-0.82149	-0.337561	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	6.93295e-310
105.474	14.484	1.7578	-0.705186	-0.196881	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.771835
106.814	14.026	1.45129	-0.27411	0.192955	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	6.93295e-310
106.768	14.0084	1.5205	-0.28097	0.228304	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.2465
108.076	13.6608	1.6828	-0.0665704	0.219611	108.084	13.6604	108.122	13.644	1.47592	-0.423202	6.93295e-310
108.083	13.6619	1.65607	-0.0697487	0.211345	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0401995
109.528	13.5723	1.80088	0.0752975	0.171596	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	6.93295e-310
109.484	13.5663	1.62012	0.0602486	0.157943	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.410311
111.055	12.6101	1.7883	-0.920432	-0.521551	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	6.93295e-310
111.14	12.6637	2.16744	-0.611766	-0.109073	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.44899
112.9	12.463	1.6782	-0.010295	0.335047	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	6.93295e-310
112.902	12.4527	1.79602	-0.00988786	0.342992	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.177121
114.781	12.5489	2.23984	0.225685	0.273321	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	6.93295e-310
114.791	12.5524	2.03493	0.225365	0.287205	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.287913
116.677	12.1202	2.06298	-0.368815	-0.245237	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	6.93295e-310
116.718	12.1352	2.32659	-0.287311	-0.137057	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.507685
118.931	11.9936	2.60491	0.0742456	0.179497	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	6.93295e-310
118.905	12.0002	2.36001	0.0889083	0.187885	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.304083
120.699	12.2929	2.26615	0.268249	0.18265	120.695	12.2918	120.743	12.3289	2.21139	0.128528	6.93295e-310
120.743	12.2968	2.31224	0.266417	0.180693	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.447999
123.523	12.8254	3.22875	0.0378164	-0.0801389	123.568	12.8297	122.95	12.5114	2.29835	0.246599	6.93295e-310
123.433	12.8073	2.66814	-0.00849915	-0.135082	123.142	12.7694	122.95	12.5114	2.29835	0.246599	2.05974
124.916	12.7724	2.15222	-0.0966548	-0.106512	124.894	12.7743	125.242	12.8125	2.37624	0.369827	6.93295e-310
125.02	12.7861	2.6346	-0.0656859	-0.0537228	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.45777
127.824	13.3176	3.17759	0.441549	0.300583	127.853	13.3273	127.609	13.2365	2.44434	0.495787	6.93295e-310
127.755	13.3168	2.94576	0.478845	0.366021	127.506	13.153	127.609	13.2365	2.44434	0.495787	1.09283
129.957	13.7152	2.37267	0.237576	-0.0154092	129.947	13.6963	130.042	13.7853	2.50232	0.621879	6.93295e-310
130.034	13.7242	2.51411	0.217168	-0.0345633	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.32864
132.09	14.5028	2.60468	0.376411	0.0882035	132.092	14.507	132.53	14.458	2.55028	0.74543	6.93295e-310
132.159	14.5081	2.78729	0.349916	0.0509433	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.06767
135.04	15.0456	3.40088	0.00335437	-0.202208	135.074	15.0475	135.066	15.2513	2.58865	0.863795	6.93295e-310
135.032	15.0326	2.94714	-0.0594101	-0.286178	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.746799
137.56	16.1977	2.82652	0.618088	0.326077	137.561	16.2147	137.639	16.1592	2.61821	0.974442	6.93295e-310
137.591	16.1889	3.17749	0.517899	0.172897	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.471572
140.32	17.0133	3.15428	0.205629	-0.144289	140.331	17.008	140.242	17.1733	2.63994	1.07503	6.93295e-310
140.323	17.0107	3.0705	0.208566	-0.135236	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0829877
142.886	17.9864	3.16828	0.381354	0.0620475	142.888	17.9918	142.868	18.2829	2.65497	1.16346	6.93295e-310
142.839	17.9812	3.09787	0.38951	0.0730252	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.514845
145.382	19.1592	3.30989	0.417114	0.0430892	145.392	19.1617	145.51	19.4754	2.66445	1.23795	6.93295e-310
145.458	19.1703	3.2533	0.428078	0.0835876	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.74958
148.234	20.4707	3.61631	0.402474	0.0118881	148.251	20.4754	148.163	20.7364	2.66951	1.29702	6.93295e-310
148.21	20.47	3.24629	0.480602	0.15742	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.562475
150.676	22.1096	3.49184	0.623785	0.146797	150.686	22.1142	150.825	22.0502	2.67111	1.33953	6.93295e-310
150.664	22.1072	3.50177	0.617172	0.131224	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.0494882
153.414	23.4939	3.44794	0.401254	-0.0905882	153.422	23.4909	153.491	23.3999	2.66999	1.3647	6.93295e-310
153.391	23.4847	3.21344	0.465762	0.019439	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.330945
156.036	24.8055	3.44135	0.415237	-0.0260034	156.047	24.8084	156.159	24.7682	2.66666	1.37208	6.93295e-310
156.021	24.8058	3.07458	0.478595	0.0957583	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.484621
158.878	26.0238	3.61171	0.310205	-0.076021	158.905	26.0308	158.827	26.1372	2.66127	1.36157	6.93295e-310
158.894	26.0243	3.34402	0.331644	-0.0203326	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.557935
161.412	27.4222	3.39356	0.536324	0.122757	161.412	27.4256	161.493	27.4891	2.65371	1.33344	6.93295e-310
161.441	27.432	3.19813	0.582219	0.208423	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.459923
163.628	28.7747	2.98514	0.559159	0.0612436	163.625	28.7683	164.155	28.8064	2.64354	1.28825	6.93295e-310
163.738	28.7929	3.12555	0.526849	0.0314104	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.97386
166.787	30.1938	3.96153	0.300182	-0.137843	166.828	30.2062	166.809	30.0721	2.63006	1.22694	6.93295e-310
166.725	30.1742	3.32252	0.37849	0.00651874	166.748	29.7121	166.809	30.0721	2.63006	1.22694	1.93291
169.102	31.3717	3.24168	0.474721	0.064034	169.097	31.3717	169.452	31.2706	2.61238	1.15075	6.93295e-310
169.121	31.3764	3.1163	0.49339	0.101644	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.195903
172.145	32.3349	3.64209	0.149531	-0.186583	172.175	32.3404	172.079	32.3873	2.58945	1.06126	6.93295e-310
172.135	32.3209	3.17362	0.114519	-0.226988	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.847661
174.646	33.4523	3.11365	0.504585	0.166932	174.643	33.4625	174.685	33.4095	2.56021	0.960341	6.93295e-310
174.628	33.4525	2.96077	0.531543	0.208369	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.112467
177.025	34.2085	2.83207	0.252747	-0.106106	177.03	34.2009	177.261	34.3262	2.52363	0.850119	6.93295e-310
177.04	34.2071	2.70771	0.244027	-0.106076	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.205228
180.114	35.1345	3.44639	0.289496	-0.0099816	180.145	35.1423	179.799	35.1289	2.47883	0.732949	6.93295e-310
180.005	35.1178	2.82881	0.337641	0.0585456	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.91282
182.587	35.7534	3.06415	0.163783	-0.0886126	182.599	35.753	182.292	35.8114	2.42515	0.611338	6.93295e-310
182.497	35.7339	2.68132	0.162071	-0.0957029	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.91812
184.729	36.5088	2.75786	0.399594	0.114892	184.732	36.5155	184.73	36.37	2.36226	0.487877	6.93295e-310
184.728	36.5131	2.47942	0.437497	0.17013	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.202344
186.934	36.9463	2.58219	0.0860298	-0.159911	186.946	36.9404	187.103	36.804	2.29017	0.365145	6.93295e-310
186.999	36.9572	2.5885	0.0600692	-0.181307	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.13201
189.453	37.398	2.84996	0.235831	0.0447557	189.465	37.4052	189.401	37.1147	2.20928	0.245623	6.93295e-310
189.478	37.4071	2.47419	0.274736	0.0816491	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.748712
191.727	37.5687	2.60402	-0.0221688	-0.156772	191.735	37.5631	191.615	37.3064	2.12037	0.131591	6.93295e-310
191.698	37.5582	2.36479	-0.0519813	-0.201764	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.280986
193.478	37.2778	2.21505	-0.218201	-0.180473	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	6.93295e-310
193.499	37.2826	2.26516	-0.20698	-0.165298	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.101076
195.95	37.3913	2.91946	0.245705	0.225129	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	6.93295e-310
195.826	37.3979	2.23911	0.297356	0.296853	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	3.37785
197.719	37.7355	2.29083	0.205373	0.0549871	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	6.93295e-310
197.672	37.7251	2.05276	0.196676	0.0499281	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.525028
199.298	37.3019	1.88119	-0.384117	-0.340341	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	6.93295e-310
199.312	37.3076	1.95461	-0.363668	-0.310356	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0545183
201.502	36.9932	2.66831	0.0123727	0.128412	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	6.93295e-310
201.353	36.9945	2.04263	-0.0925502	-0.0344864	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	4.04049
202.964	36.4615	2.05914	-0.344535	-0.167087	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	6.93295e-310
202.918	36.4451	1.78863	-0.436362	-0.31009	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.551917
204.004	36.1783	1.19306	-0.308831	-0.0503906	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	6.93295e-310
204.014	36.1603	1.48637	-0.235421	0.0934381	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.19499
